opponent_id,array_index,semantic_lead,wa_start,wa_end_inclusive,size_bytes,element_width,element_count,sum,nonzero_count,first_nonzero_card_id,last_nonzero_card_id,sha256
4,3,sa_tec_weights_lead,0x00EA091C,0x00EA0EBF,1444,2,722,2048,61,9,700,162818bccef2db82c45875a3bd0afccdff79b47692707b2d83003b3645a759c5
5,0,deck_weights_lead,0x00EA1000,0x00EA15A3,1444,2,722,2048,165,5,647,4a5f9270187f00c2b863e95cb0766c96bfee71925bfe58b086f54e1897b16ac3
5,1,sa_pow_weights_lead,0x00EA15B4,0x00EA1B57,1444,2,722,2048,133,9,643,8cc419d74f6cb93f677a7ef7132dc9ec6fd508fa75b0d90beec9d43ff92a4033
5,2,bcd_weights_lead,0x00EA1B68,0x00EA210B,1444,2,722,2048,82,9,642,87a8af8d43fdd0f22a91dedc39ad69b439afc0ad63b0ed8da6bbf1e1a12bc6e4
5,3,sa_tec_weights_lead,0x00EA211C,0x00EA26BF,1444,2,722,2048,83,9,693,e17b83d5f4f5fae0dcc2350904cebeb8dfe79dc4b848af0f6003db8833283934
6,0,deck_weights_lead,0x00EA2800,0x00EA2DA3,1444,2,722,2048,169,4,647,013a6217faa2e7b8dbb0b656fa44797748585a32806a8bf7d126bdb9b0710ebb
6,1,sa_pow_weights_lead,0x00EA2DB4,0x00EA3357,1444,2,722,2048,136,4,652,aa758260f450823d729e4ef3d71edd7b418473fb84fcbc51ed8f183b8850fb6a
6,2,bcd_weights_lead,0x00EA3368,0x00EA390B,1444,2,722,2048,102,4,652,8622e72c53fd10c76694bee8a2a9a9bcce123e52d2227b74c19e325edf3275d1
6,3,sa_tec_weights_lead,0x00EA391C,0x00EA3EBF,1444,2,722,2048,101,4,693,a26efdd9d992356d99bf8c99590411650a0ce9856798ab6ca06bc0429fb2e89e
7,0,deck_weights_lead,0x00EA4000,0x00EA45A3,1444,2,722,2048,81,3,670,eb7accbe2fc796df013b02ea5e693cde26a13c9bb57e6334573d00cc2f3082d5
7,1,sa_pow_weights_lead,0x00EA45B4,0x00EA4B57,1444,2,722,2048,84,8,620,12565c2b8cb90a71aac3b9fd1b56dd97b67e13bbacdbb293cb8c40376531ebc7
7,2,bcd_weights_lead,0x00EA4B68,0x00EA510B,1444,2,722,2048,84,8,687,d5417cb40f9729b05ad5f8eca55df8a1c72610f8946eb2807ec999768ee62513
7,3,sa_tec_weights_lead,0x00EA511C,0x00EA56BF,1444,2,722,2048,95,8,690,cf8fd7977977901e0f38a52fa7f8ef7cb227d12fb195f02adc060dcc929b87e9
8,0,deck_weights_lead,0x00EA5800,0x00EA5DA3,1444,2,722,2048,64,17,718,470f7b0734522b0c295e68b4b59039442425ac77478b89e8b40879bf944cfede
8,1,sa_pow_weights_lead,0x00EA5DB4,0x00EA6357,1444,2,722,2048,98,2,714,e12815f2663664be3c69ff1ad7384368737bc13896d99f15b65aaa6316b22a0a
8,2,bcd_weights_lead,0x00EA6368,0x00EA690B,1444,2,722,2048,70,2,646,96ed57cf9fbed97c0522d39fc0838dd728dcddf008d0924c8708113068affcb6
8,3,sa_tec_weights_lead,0x00EA691C,0x00EA6EBF,1444,2,722,2048,86,2,695,27bf0f7413ec33333565d104b8078fd08a9ef84590f2883354c9a13a0a28abb4
9,0,deck_weights_lead,0x00EA7000,0x00EA75A3,1444,2,722,2048,83,8,628,801b193b411bf7992c6578831959a4b004dd8903a7d1b02dd4368efb3aa02f8f
9,1,sa_pow_weights_lead,0x00EA75B4,0x00EA7B57,1444,2,722,2048,102,5,606,e3980efa3ce06bd8d5df6a9bf42e9bb23eb13f6c1594e33688ea4e741ce4e3e6
9,2,bcd_weights_lead,0x00EA7B68,0x00EA810B,1444,2,722,2048,100,5,682,fdffe7658469c96da2b4bf6f46511e49ceb13eb680e6e0eadc8c557152a010af
9,3,sa_tec_weights_lead,0x00EA811C,0x00EA86BF,1444,2,722,2048,106,5,699,380738149c4ea3c710ff97cf0b3940789e2d690f91e69b7852406c4922d13ef5
10,0,deck_weights_lead,0x00EA8800,0x00EA8DA3,1444,2,722,2048,157,3,647,bff132180113aa2cbb182c38362915f30fb5ad97e8c71338487193921d34765f
10,1,sa_pow_weights_lead,0x00EA8DB4,0x00EA9357,1444,2,722,2048,81,3,643,061f362ab9d3790563a56edd8d917e6fab79451563f73fcc7b0483dc440b7750
10,2,bcd_weights_lead,0x00EA9368,0x00EA990B,1444,2,722,2048,71,3,683,faab7f47c2bae7bc3163c276a3ec712988233b608152be385251f829e2006814
10,3,sa_tec_weights_lead,0x00EA991C,0x00EA9EBF,1444,2,722,2048,48,8,699,2a10cdc8d7d3a030fbfb7a2f96c6bcae06dd127014835fd7e9e9f897f19ee9eb
11,0,deck_weights_lead,0x00EAA000,0x00EAA5A3,1444,2,722,2048,120,2,690,13e0e6dc97a089c238a1ab194164cb4111e0e7ead062f45ced29210b3fe7567d
11,1,sa_pow_weights_lead,0x00EAA5B4,0x00EAAB57,1444,2,722,2048,53,2,648,1056ae864aceeea0d42115fd5dce818b668d472bfb8053927901efe094b88354
11,2,bcd_weights_lead,0x00EAAB68,0x00EAB10B,1444,2,722,2048,40,6,684,94e899e20f6f451df6ab2f8125bf882d6833ca4811e3c3fcd9ea906843df464a
11,3,sa_tec_weights_lead,0x00EAB11C,0x00EAB6BF,1444,2,722,2048,39,13,690,4eca396a94313be9479523901b017d8093763eaaf2d1a833c617c6a61c6f0759
12,0,deck_weights_lead,0x00EAB800,0x00EABDA3,1444,2,722,2048,124,2,658,6bb60a9fdc859b8530f73d421ab234e2f6963a9ce263213fc463037c92a4bb2c
12,1,sa_pow_weights_lead,0x00EABDB4,0x00EAC357,1444,2,722,2048,61,2,658,04d09a7187f5bba553a4f0dcd5565e9f0a23a15c17cad5030f1b6d65f12bfc6b
12,2,bcd_weights_lead,0x00EAC368,0x00EAC90B,1444,2,722,2048,48,9,684,7193b0678ae950a7dcbbcf84dbe79e37423c60ad5f968e3a6e6df2474cf36b5c
12,3,sa_tec_weights_lead,0x00EAC91C,0x00EACEBF,1444,2,722,2048,53,9,695,f830e29f8ff66f824a7d41cfc477dffc67aa0088b55479f0df521c8176fa3962
13,0,deck_weights_lead,0x00EAD000,0x00EAD5A3,1444,2,722,2048,118,16,655,b15108b57218c9be26cd3c59ae8a60f51100a016f92aeb6511a2e1684a9b8a84
13,1,sa_pow_weights_lead,0x00EAD5B4,0x00EADB57,1444,2,722,2048,120,5,609,70b6caf892ec82a70aab0e9c1f0b5571c58598c70a474e6d4b99be829e02166a
13,2,bcd_weights_lead,0x00EADB68,0x00EAE10B,1444,2,722,2048,114,5,682,caf1e50bb8fa204e87fcbac097e28658e6ecd9905cc77d120fc6115ec021795f
13,3,sa_tec_weights_lead,0x00EAE11C,0x00EAE6BF,1444,2,722,2048,122,5,693,a111f0fe398fe81c32c8b89c9737c75525a5d3d437b7474cc5ff62610544a28f
14,0,deck_weights_lead,0x00EAE800,0x00EAEDA3,1444,2,722,2048,128,2,690,e8cb28a817ad3d7e41321537cc776cccf837c787987f5d019767c545ca16fca2
14,1,sa_pow_weights_lead,0x00EAEDB4,0x00EAF357,1444,2,722,2048,50,2,630,d158f107549611c7411af87c5e3c7968d4ef8d3a03b4962aaad2cadbf1a02eef
14,2,bcd_weights_lead,0x00EAF368,0x00EAF90B,1444,2,722,2048,51,16,684,3c990fc27f2852a2f6bb283e6d53a7f3a6a370158db93598fc325178a39c9671
14,3,sa_tec_weights_lead,0x00EAF91C,0x00EAFEBF,1444,2,722,2048,70,16,700,ea61ff0a9b4a6e08a7ed9a0d34bd594c6adb8951839338ec47429bed16f9f8a4
15,0,deck_weights_lead,0x00EB0000,0x00EB05A3,1444,2,722,2048,100,3,713,89ceca90b5669067b2049583980892c18b793c1f47f26a1bc33d40c37426101a
15,1,sa_pow_weights_lead,0x00EB05B4,0x00EB0B57,1444,2,722,2048,60,3,642,82f059988513187cebe3ad951ba4cee8925c9f4e025c80f0e170e6e5ab41abdc
15,2,bcd_weights_lead,0x00EB0B68,0x00EB110B,1444,2,722,2048,52,3,685,dcb5a2ff6765b00da998409bddd40f29e729795a8be695de48454781c2fd655d
15,3,sa_tec_weights_lead,0x00EB111C,0x00EB16BF,1444,2,722,2048,57,4,699,38576e6ee06c7303eadf1e26b26fc7944bd8ac3c53b1727f68dee8c10febfe7f
16,0,deck_weights_lead,0x00EB1800,0x00EB1DA3,1444,2,722,2048,101,4,692,7449b89fe6cb2437346bf8adc2ae0dd8fe3675b6677db0126517b238c4dccce5
16,1,sa_pow_weights_lead,0x00EB1DB4,0x00EB2357,1444,2,722,2048,48,4,649,9c5a27bf6d138fadc30658242e754eb7363c28516553bc06c922d867159ae8af
16,2,bcd_weights_lead,0x00EB2368,0x00EB290B,1444,2,722,2048,42,4,686,362db9d0e3834dd68f593d9a4d72f8abd1fbec126f30c0ff32ef28a7a6023f89
16,3,sa_tec_weights_lead,0x00EB291C,0x00EB2EBF,1444,2,722,2048,50,4,690,63333570275040fc7b82f8a990251a705bd6aeacddd683ea8a9053a38cced9a5
17,0,deck_weights_lead,0x00EB3000,0x00EB35A3,1444,2,722,2048,99,1,675,307888b6404797d366b571b394274e002575af854fc2e44ead94b4dbeef0328c
17,1,sa_pow_weights_lead,0x00EB35B4,0x00EB3B57,1444,2,722,2048,42,3,630,0ec70868440cbd395951b023fab07f947115624cd06743ebede71f79a207c0b5
17,2,bcd_weights_lead,0x00EB3B68,0x00EB410B,1444,2,722,2048,41,3,687,3efb70727b9f2c6db36e3bbdec04827a8ff8aa5512dba481ff0af3a23ee31506
17,3,sa_tec_weights_lead,0x00EB411C,0x00EB46BF,1444,2,722,2048,52,4,699,ae4094920dacd70b881b65b44310139c4256dac2468d84098bfab936a73f54e1
18,0,deck_weights_lead,0x00EB4800,0x00EB4DA3,1444,2,722,2048,150,3,650,fe84ec2aa292dc4313871b1dddf0e17f66a4f1e59fc8c4ef5b2d39eb2cb61c80
18,1,sa_pow_weights_lead,0x00EB4DB4,0x00EB5357,1444,2,722,2048,83,5,636,772a5d7f04f3fc6e57cfdd3525b7e7cfc1996c9c1844c801532baf26518f286a
18,2,bcd_weights_lead,0x00EB5368,0x00EB590B,1444,2,722,2048,76,5,611,24edf423f64633c92374d83689b6c1da7ae60e601fc477878ec0a82256432387
18,3,sa_tec_weights_lead,0x00EB591C,0x00EB5EBF,1444,2,722,2048,51,5,690,145bc924d9958850be9c9ef1f9d85d9ee04fb4b4604492dbc6f8cfe882a80add
19,0,deck_weights_lead,0x00EB6000,0x00EB65A3,1444,2,722,2048,51,4,654,bad13e96664502f741ae19be1e9b110e4c91f8ed6a088c560a6f639af861b2d0
19,1,sa_pow_weights_lead,0x00EB65B4,0x00EB6B57,1444,2,722,2048,56,4,713,04696e2082f20e2429b1abe3b26d22eefdee6bb8eeebab6e8d96f86c24aea1c1
19,2,bcd_weights_lead,0x00EB6B68,0x00EB710B,1444,2,722,2048,51,4,651,8a848293789ca60698a43eb7cdb231137801a67a6a4c6d106eec2ffc20886a58
19,3,sa_tec_weights_lead,0x00EB711C,0x00EB76BF,1444,2,722,2048,60,4,681,b1de99a43de259a3923c725d7ffd844e3b8362d64a45ce5459a26cc974c454ed
20,0,deck_weights_lead,0x00EB7800,0x00EB7DA3,1444,2,722,2048,40,24,659,8e89cf7e5dcb54478fea5206fda234412085746976fbb75d1b3f5d2650cebc47
20,1,sa_pow_weights_lead,0x00EB7DB4,0x00EB8357,1444,2,722,2048,13,19,527,0b8573c6a70f4680219c023f1a72bf989f90abdd49ac8761081a20a9a3c8083d
20,2,bcd_weights_lead,0x00EB8368,0x00EB890B,1444,2,722,2048,13,19,527,0b8573c6a70f4680219c023f1a72bf989f90abdd49ac8761081a20a9a3c8083d
20,3,sa_tec_weights_lead,0x00EB891C,0x00EB8EBF,1444,2,722,2048,20,19,699,75f86ea1760c36e526ed6e177ff63bd31b3864f4dc4bfc0cb2cf996484137d80
21,0,deck_weights_lead,0x00EB9000,0x00EB95A3,1444,2,722,2048,87,51,700,dd9ad3e28eeb5cf72af66a3b917092821a497a79f2c1b547b570a51f936f4d3a
21,1,sa_pow_weights_lead,0x00EB95B4,0x00EB9B57,1444,2,722,2048,120,5,609,3809d768054efedb6f3d42098b9effcac431398dbac5346150663c9a50e96f2e
21,2,bcd_weights_lead,0x00EB9B68,0x00EBA10B,1444,2,722,2048,112,5,609,260068569f9f9fa446e0f01388c786ba1a70138e015f43c36ce4653612149bac
21,3,sa_tec_weights_lead,0x00EBA11C,0x00EBA6BF,1444,2,722,2048,122,5,687,5ba95dbbfa991e5a5bed5665ada2cc79d4cd2f183f2730770975ee54b023f99d
22,0,deck_weights_lead,0x00EBA800,0x00EBADA3,1444,2,722,2048,145,2,710,ca16eae6f5b17c58b975b8a73f943bd25a458e730036d0f3c8340bc34a75a40e
22,1,sa_pow_weights_lead,0x00EBADB4,0x00EBB357,1444,2,722,2048,78,2,650,ee1bd99f5eb6ebb253b95e0491f7bf64bb46d9cbf2fcca306acd836bdb4e2531
22,2,bcd_weights_lead,0x00EBB368,0x00EBB90B,1444,2,722,2048,58,2,650,a67dde4c4d3fd212f9c9e9a35fe634c332f6090093cf61e8539dd9fb8103afb1
22,3,sa_tec_weights_lead,0x00EBB91C,0x00EBBEBF,1444,2,722,2048,51,2,688,5468e1adaab932bbfda3388dea11764b6bf86d5105ad3f3430fb8ffb6f1df636
23,0,deck_weights_lead,0x00EBC000,0x00EBC5A3,1444,2,722,2048,87,3,690,63925d3a13e6bbf687ca87b7668147aa0200a71eb087babc81e805cb16ff448e
23,1,sa_pow_weights_lead,0x00EBC5B4,0x00EBCB57,1444,2,722,2048,83,8,638,8dff2899bced6d5192b37cb5c011a2bd44e6e284dd80bafb72265c0d66ab5e60
23,2,bcd_weights_lead,0x00EBCB68,0x00EBD10B,1444,2,722,2048,81,8,620,2a123b153e1c6e8ed2ec7242d640ad6d236666a59a66bdb0409287afb1f6398b
23,3,sa_tec_weights_lead,0x00EBD11C,0x00EBD6BF,1444,2,722,2048,95,8,688,91cdb26bec03197311253368a127e2f95451abc49f833f0a57bc4ffe7d64d611
24,0,deck_weights_lead,0x00EBD800,0x00EBDDA3,1444,2,722,2048,167,3,717,1499749a017f1d457641909157c2eb420778f8259e6611b50cf64cd7e69b12c4
24,1,sa_pow_weights_lead,0x00EBDDB4,0x00EBE357,1444,2,722,2048,78,3,643,cbcbc63e034fd68ba0e1b84a823a34d4e35e0f886e094d55dcb86ab64bf3c5c3
24,2,bcd_weights_lead,0x00EBE368,0x00EBE90B,1444,2,722,2048,77,3,643,17c3cd0dec8337e4a9b1bdc6bff514455be57451439ea6fd778bd2b52b3a7de0
24,3,sa_tec_weights_lead,0x00EBE91C,0x00EBEEBF,1444,2,722,2048,82,3,688,d0451444709a06977128223f07b4a82d999ced7cee9358fa98b1aba50364a7d3
25,0,deck_weights_lead,0x00EBF000,0x00EBF5A3,1444,2,722,2048,53,4,691,d0ce566fc460a3669c55b272487fd5261b65a05609b1f9450ca1c8bba4f0b754
25,1,sa_pow_weights_lead,0x00EBF5B4,0x00EBFB57,1444,2,722,2048,60,9,714,2e94b4a3a173d6bd7100c688127c54b0a5c10f73f0d35d94e3513d7b0151dc45
25,2,bcd_weights_lead,0x00EBFB68,0x00EC010B,1444,2,722,2048,58,9,714,6e4a3b83c578435aa7ea68ff1cfcb865cf23ff9e046b28fd1eb34bf691e4827d
25,3,sa_tec_weights_lead,0x00EC011C,0x00EC06BF,1444,2,722,2048,77,9,700,48556346da4a3351fa319771e15ff2d212307edead5026759bccb2c5348d7c40
26,0,deck_weights_lead,0x00EC0800,0x00EC0DA3,1444,2,722,2048,149,2,713,1cdec8f31e23c14af726e327f952002a19e7b074464060d605d05be24273e43b
26,1,sa_pow_weights_lead,0x00EC0DB4,0x00EC1357,1444,2,722,2048,62,2,648,39ad0d2b6f59442d14954cd2ce76690da54ca968086afc42f26d717ed3896c1d
26,2,bcd_weights_lead,0x00EC1368,0x00EC190B,1444,2,722,2048,57,2,648,b16169f80486dd8cbc9b491b5b91516432a880e5f3be3f00070c76abaa21f398
26,3,sa_tec_weights_lead,0x00EC191C,0x00EC1EBF,1444,2,722,2048,65,2,687,3a5f0ab08478c03b446779f7532e743b4cfcc426c6d967c9129a70e8f1b6ed26
27,0,deck_weights_lead,0x00EC2000,0x00EC25A3,1444,2,722,2048,58,11,699,68afb291cd807d44681401ac66b827e25effdf3ee2899a3c4225b8038d031bda
27,1,sa_pow_weights_lead,0x00EC25B4,0x00EC2B57,1444,2,722,2048,103,5,606,a024bbee16b3d366a12a47166b6b55fdd1da972b86d9a4cb7596f1151623979c
27,2,bcd_weights_lead,0x00EC2B68,0x00EC310B,1444,2,722,2048,100,5,606,57b004a60eaec44dfa7f050e7c8664d3e8311dbce416da07ea08b7047f7e618d
27,3,sa_tec_weights_lead,0x00EC311C,0x00EC36BF,1444,2,722,2048,106,5,683,06192dc4875252ec9f6251e2df366b2083262ceb8f6e9676934037035c27c8c8
28,0,deck_weights_lead,0x00EC3800,0x00EC3DA3,1444,2,722,2048,120,2,719,c52c984bbbb364b5b34fbe8e9b842ab23f2cc876c36a189960437fe07d88e29e
28,1,sa_pow_weights_lead,0x00EC3DB4,0x00EC4357,1444,2,722,2048,149,3,650,2130c3df78f7060909df5ced135e3a50aa2a754539916cc7cee9e7b327f81823
28,2,bcd_weights_lead,0x00EC4368,0x00EC490B,1444,2,722,2048,142,3,695,06839cd0f7a8ec0ff4a3e61b5b2b618d74f935f62c158c992aed9a5c730b5b22
28,3,sa_tec_weights_lead,0x00EC491C,0x00EC4EBF,1444,2,722,2048,144,3,695,404f193955318abe455f15d21f12d7fb589b522c7431aafec1f093921b02753e
29,0,deck_weights_lead,0x00EC5000,0x00EC55A3,1444,2,722,2048,70,3,677,aee5f9bd80c85d33cd9d8cec0487104c8580bd4736325de94a6f8d29bb6d6d37
29,1,sa_pow_weights_lead,0x00EC55B4,0x00EC5B57,1444,2,722,2048,52,2,714,94a13a3d16a6c8a3093f4fe68d17a496d71f13e48348e1ad60cd47947a16ed8b
29,2,bcd_weights_lead,0x00EC5B68,0x00EC610B,1444,2,722,2048,47,2,714,9e6ddb2022f8cda628b8e6d491a760234796254eccb32880dd645fc3b8a900be
29,3,sa_tec_weights_lead,0x00EC611C,0x00EC66BF,1444,2,722,2048,37,2,690,ad737c48672bd5ff58514766a5c61ba7b16130cd4f7e94caaafe305c722911d2
30,0,deck_weights_lead,0x00EC6800,0x00EC6DA3,1444,2,722,2048,165,3,701,575cf1d30ebc42194fed0059541ba9596b3d30b4eb33926402d354ae936da54c
30,1,sa_pow_weights_lead,0x00EC6DB4,0x00EC7357,1444,2,722,2048,53,3,650,e112f78d3ebc8662f8f769cc48ab4f62d36224659a19baa4c065eae4ab47cbe9
30,2,bcd_weights_lead,0x00EC7368,0x00EC790B,1444,2,722,2048,45,3,650,a2fb00396fd0d5794c7faee5ff7a43f6646a8535caac334bd488ac007adc2b33
30,3,sa_tec_weights_lead,0x00EC791C,0x00EC7EBF,1444,2,722,2048,32,3,688,03a2bdbc45db555a8c4aacd7870e0898b3833f93941cc848879b39594fcc13d4
31,0,deck_weights_lead,0x00EC8000,0x00EC85A3,1444,2,722,2048,93,28,690,b2d289be903dd5bf638d5af12e86fc689af41ca79bb4ce4f91f152d547fe5513
31,1,sa_pow_weights_lead,0x00EC85B4,0x00EC8B57,1444,2,722,2048,138,10,643,cc5f77571bf77e5dbcc24860b2d18ab1ab0daec190a6efedd5f8853fbe538497
31,2,bcd_weights_lead,0x00EC8B68,0x00EC910B,1444,2,722,2048,130,10,643,c55f1e514b9d74a4e2efec2dc0111f4a002fdd909a3d3aa0dd78abb3bb95992b
31,3,sa_tec_weights_lead,0x00EC911C,0x00EC96BF,1444,2,722,2048,138,10,688,82e2d7452ac9c7f76170cb5b964db94a511e218976a8580d606c2af7a3d543a4
32,0,deck_weights_lead,0x00EC9800,0x00EC9DA3,1444,2,722,2048,94,1,713,17ab93ab54934cb04fc1e87c6ab634f3bc4dd7c786283700d0e98b07b75d1697
32,1,sa_pow_weights_lead,0x00EC9DB4,0x00ECA357,1444,2,722,2048,95,2,645,32cde6a0584bdac1187228d79b8be43aa67702d16a89f7a3e897ff632d60449e
32,2,bcd_weights_lead,0x00ECA368,0x00ECA90B,1444,2,722,2048,81,2,627,fea879308600684555e157336d5c8c048e489bb7274ff7ef3ad0fd44dcf6b548
32,3,sa_tec_weights_lead,0x00ECA91C,0x00ECAEBF,1444,2,722,2048,97,2,688,c2f5934b1ab5bdb32e2fcae5df96a30fe8bdfd897f6ffafc892044dbeff812cd
33,0,deck_weights_lead,0x00ECB000,0x00ECB5A3,1444,2,722,2048,123,2,690,02871355cd6c0127466bc300dbd4d9323f9f1c68ac2d3b8aa0b8dc75e6498030
33,1,sa_pow_weights_lead,0x00ECB5B4,0x00ECBB57,1444,2,722,2048,70,2,648,a821f1d7ec05ec63730d6dcbde728cea3d44906d95b291120f351fde8dc6c7fb
33,2,bcd_weights_lead,0x00ECBB68,0x00ECC10B,1444,2,722,2048,65,2,648,0fd104bdf545d234a888ece563e6dca70cd639de5456f85568ddda4e1a3b34ee
33,3,sa_tec_weights_lead,0x00ECC11C,0x00ECC6BF,1444,2,722,2048,71,2,688,a247893e5a0443b11bafd33dc63fe87ea9ccf69286b27e342ffc373bb74ddc07
34,0,deck_weights_lead,0x00ECC800,0x00ECCDA3,1444,2,722,2048,87,2,707,c8050db5181cd2545034f62ffa2fd5d815881db7b1c051d274f78898bb8ecf79
34,1,sa_pow_weights_lead,0x00ECCDB4,0x00ECD357,1444,2,722,2048,77,6,650,42ac663c8b730be99fbf32dc2d522603c39a374bd64dae3f4ad354d227ab5d29
34,2,bcd_weights_lead,0x00ECD368,0x00ECD90B,1444,2,722,2048,72,6,650,aedfb327e745241d1188d2042b485cc2b1cfd6322d1102d9290736844d198977
34,3,sa_tec_weights_lead,0x00ECD91C,0x00ECDEBF,1444,2,722,2048,81,6,690,9fbcb7137038238e6fea36f0a25da0c3c286d391f27ac22436d97bf8b11aacef
35,0,deck_weights_lead,0x00ECE000,0x00ECE5A3,1444,2,722,2048,74,1,713,eb2fb69b118cc7e1bfdc4b1135ff5adcc0ab16961be8fd4847d2ba7793f4a2b2
35,1,sa_pow_weights_lead,0x00ECE5B4,0x00ECEB57,1444,2,722,2048,98,2,714,e12815f2663664be3c69ff1ad7384368737bc13896d99f15b65aaa6316b22a0a
35,2,bcd_weights_lead,0x00ECEB68,0x00ECF10B,1444,2,722,2048,70,2,646,96ed57cf9fbed97c0522d39fc0838dd728dcddf008d0924c8708113068affcb6
35,3,sa_tec_weights_lead,0x00ECF11C,0x00ECF6BF,1444,2,722,2048,86,2,695,27bf0f7413ec33333565d104b8078fd08a9ef84590f2883354c9a13a0a28abb4
36,0,deck_weights_lead,0x00ECF800,0x00ECFDA3,1444,2,722,2048,63,1,713,a27cead8517f98483267bdc1fd00f83a76f82bfd9dfe2a4ab73c77049ab6f240
36,1,sa_pow_weights_lead,0x00ECFDB4,0x00ED0357,1444,2,722,2048,83,1,650,06cb87b0bbeace20ef2875d999196a0915072ad5b6fd7f6adec2b6968abfe42a
36,2,bcd_weights_lead,0x00ED0368,0x00ED090B,1444,2,722,2048,70,6,650,f8462ad434cedb09379c76399e936d330b8e27b1fa1a75b091624d62fe3fa04a
36,3,sa_tec_weights_lead,0x00ED091C,0x00ED0EBF,1444,2,722,2048,99,6,700,845721186187a17109ed3cb9d539cacc27ff2276d4228b5e12de18aaf46570ac
37,0,deck_weights_lead,0x00ED1000,0x00ED15A3,1444,2,722,2048,91,1,713,97fd4a53d81d5625c5853485a7a09bb7e0566be875c7975109672e03709577dc
37,1,sa_pow_weights_lead,0x00ED15B4,0x00ED1B57,1444,2,722,2048,81,3,642,fe5f38748451a38ed450f7e4d4821a8b6d884b94e1936119c81d8e30e16c54f8
37,2,bcd_weights_lead,0x00ED1B68,0x00ED210B,1444,2,722,2048,79,3,642,e6587197bde4cef49449f72ba1ac261307137e0f432d2c3857c4f16cf8d9439e
37,3,sa_tec_weights_lead,0x00ED211C,0x00ED26BF,1444,2,722,2048,80,3,699,a1e3eb715565f2ec27c3d2aa44c28bbeeed4472f1945fd618e82cf13c94b5f8b
38,0,deck_weights_lead,0x00ED2800,0x00ED2DA3,1444,2,722,2048,70,1,718,a45dd29b8c96337dca45f8206da6b3fe17b50e6e72cb60f4803693266fbcfa8a
38,1,sa_pow_weights_lead,0x00ED2DB4,0x00ED3357,1444,2,722,2048,65,4,649,93cd202c3e6130820d95cff3c7d1a76f30866bb541f870dd85c29f4704a09735
38,2,bcd_weights_lead,0x00ED3368,0x00ED390B,1444,2,722,2048,53,4,649,b8f358be3d1248e08b7e4a7c8026d95377a9ec4429e81053411cc52eae8a2f1a
